aar,aárra
legenar,leguenarra
legenarti,leguenartia
legenartsu,leguenartsua
leize,leicea
leinu,leinua
leinu,leiñua
leinulari,leinularia
leinuzale,leinuzalea
leiti,leitia
leitsu,leitsua
leizatu,leizatua
lela,lela
lela,lelá
lema,lema
lemari,lemaria
lemategi,lemateguia
lemazain,lemazaina
lemazurrun,lemazurruna
lenijaio,lenijayoa
leoskoi,leoscoya
leostu,leostua
lepabilkai,lepabilcaya
lepakai,lepacaya
lepatxoko,lepachocoa
lepaldeki,lepaldequia
lepande,lepandea
lepazamar,lepazamarra
lepazaki,lepazaquia
lepertz,lepertza
lepitxuli,lepichulia
lepo,lepo
lepo,lepoa
lepo,lepoá
lekeltxor,lequelchorra
lekinde,lequindea
lerden,lerdená
lerratu,lerratu
lerratze,lerratzea
lerro,lerroa
lerro,lerroá
lerrotu,lerrotu
lerrotze,lerrotzea
lesarartu,lesarartua
lesendakin,lesendaquiña
letagin,letaguina
letartako,letartacoa
letradun,letraduna
letrero,letreroa
leun,leuna
leundu,leundu
leundu,leundú
leundu,leundua
leunesk,leunescac
leuntzaile,leuntzallea
leutadi,leutadia
leutari,leutaria
leutategi,leutateguia
lei,leya
lei,leyá
leialtasun,leyaltasuna
leiargi,leyarguiac
leiarrezko,leyarrezcoa
leiasare,leyasarea
leiatari,leyataria
leiatze,leyatzea
lezo,lezoa
lezoitu,lezoitua
lezoi,lezoyac
li,liac
liajende,liagendea
liatsu,liatsua
liazukre,liazucrea
liberaltasun,liberaltasuna
libra,libra
libratu,libratu
libratzaile,libratzallea
libratze,libratzea
librai,libraya
liburugile,liburuguillea
liburutegi,liburuteguia
lika,licá
likagi,licaguia
likagitari,licaguitaria
likagitsu,licaguitsua
likagitu,licaguitua
likatsu,licatsua
likatu,licatua
likaiolari,licayolaria
likaiotzaile,licayotzallea
lizentzia,licencia
litxigo,lichigoa
likuragarri,licuragarria
likurtari,licurtaria
likurtatu,licurtatua
ligako,ligacoa
lili,liliac
lilipa,lilipa
lilura,lillura
limatu,limatua
linbur,limburra
linburtu,limburtu
limoi,limoi
limoitxo,limoichoa
limoldu,limoldua
limonada,limonada
limosna,limosná
limosnagile,limosnaguillea
limosnari,limosnaria
limuri,limuria
limurtu,limurtu
linai,liñaya
linkarri,lincarria
lipar,liparra
likiskeria,liquisqueria
likiste,liquistea
likistu,liquistu
likistu,liquistua
likits,liquits
likits,liquitsa
lirain,liraiña
liraintasun,liraintasuna
liskar,liscarra
liskar,liscarrá
liskartu,liscartu
liskartu,liscartua
lisnatu,lisnatua
lista,lista
lista,listá
listari,listaria
listatu,listatua
listegitu,listeguitua
listodi,listodiac
listoitxo,listoichoa
listor,listorra
listor,listorrá
litsakidatsu,litsaquidatsua
litsakidatu,litsaquidatua
lizardi,lizardia
lizar,lizarrá
lizateko,lizatecoa
lizun,lizuna
lizundu,lizundu
lizundu,lizundua
ile,llea
lo,lo
lo,loa
loakartu,loacartu
loakartu,loacartú
loakartu,loacartua
loarazi,loaracia
loboil,loboilla
lokabe,locabea
lokabetu,locabetua
lokabetzaile,locabetzallea
lokald,localdac
lokaldatu,localdatua
lokaldun,localduna
lokandagarri,locandagarria
lokardategi,locardateguia
lokarri,locarria
lokarri,locarriac
lokartsu,locartsua
lokartu,locartu
lokatza,locatza
lokai,locaya
lokai,locayac
lokaztegi,locazteguia
lokaztu,locaztu
lokaztu,locaztua
lodi,lodi
lodi,lodia
lodikatz,lodicatza
loditasun,loditasuna
loditu,loditu
loditu,loditua
loditzar,loditzarra
logale,logalea
logale,logaleac
logaletu,logaletu
logaletu,logaletua
logura,logura
logur,logurac
loguratu,loguratua
loizoki,loizoquia
loizokitu,loizoquitua
loilo,lolloa
lolo,loloa
lonjeratxo,longerachoa
lopil,lopilla
lopil,lopillac
lopiur,lopiurrac
lokeritzar,loqueritzarra
lokidatu,loquidatua
lor,lorá
loragile,loraguillea
lorale,loralea
lorakin,loraquiña
loratu,loratu
lore,lorea
loredun,loreduna
loremaile,loremallea
lorertze,lorertzea
loretu,loretu
loreztatu,loreztatu
loria,loria
lorikatu,loricatua
lorikatzar,loricatzarra
loro,loro
loro buztanluze,loro buztanlucea
loro motel,loro motela
loro,loroa
lorontzi,loroncia
lorontzi,lorontzia
loroski,lorosquia
lor,lorrá
loskaindari,loscaindaria
losentxari,losencharia
lotazil,lotacilla
lotamu,lotamua
loteki,lotequia
lotekiatu,lotequiatua
lotesgarri,lotesgarria
lotest,lotestac
lotetsi,lotetsia
loti,lotia
lotoskari,lotoscaria
lotoskin,lotosquiña
lotoskinde,lotosquindea
lotostzar,lotostzarra
lotots,lototsa
lotots,lototsac
lototsate,lototsatea
lotsa,lotsa
lotsa,lotsá
lotsakor,lotsacorra
lotsagarri,lotsagarria
lotsage,lotsaguea
lotsageri,lotsagueria
lotsageri,lotsagueriac
lotsarau,lotsaraua
lotsati,lotsatia
lotsatu,lotsatu
lotsatu,lotsatua
lotseritu,lotseritua
lotsesi,lotsesia
lotu,lotu
lotu,lotua
lotu,lotuá
lotura,lotura
lotura,loturá
lotur,loturac
lotuztai,lotuztaya
lotzaile,lotzallea
lozorro,lozorroa
lozorro,lozorroá
lubaltz,lubaltza
lubaki,lubaquia
lubeltz,lubeltza
luberri,luberria
lubeta,lubeta
lubetatu,lubetatua
luboil,luboilla
luze,lucea
luzeagotu,luceagotua
luzebekai,lucebecaya
luzetasun,lucetasuna
luzetu,lucetu
lutxakidi,luchaquidia
lutxarbi,lucharbia
lutxarbidi,lucharbidia
luziazaldari,luciazaldaria
luziazalde,luciazaldea
luziazaltar,luciazaltarra
lukurari,lucuraria
lukurudun,lucuruduna
lugolde,lugoldea
lugorri,lugorria
luma,luma
lumatxo,lumachoa
lumadi,lumadia
lumandorkin,lumandorquiña
lumandor,lumandorra
lumaki,lumaquia
lumatsu,lumatsua
lumeldo,lumeldoac
lumerne,lumerneac
lumigoal,lumigoalac
lumoil,lumoilla
lupetza,lupetza
lupetzu,lupetzua
lupeztatu,lupeztatua
lupeztegi,lupezteguia
lupobitu,lupobitua
lupu belar,lupu belarra
lupu izarti,lupu izartia
lupu,lupua
lukiro,luquiroa
lurlantze,lurlantzea
lurpeko,lurpecoa
lurperatu,lurperatu
lurpetu,lurpetua
lurrarte,lurrartea
lurrepair,lurrepairac
lurrepai,lurrepaya
lurreratu,lurreratu
lurreratu,lurreratú
lurreratu,lurreratua
lurreratu,lurreratuá
lurreratze,lurreratzea
lurresi,lurresia
lurrezko,lurrezcoa
lurrikara,lurricara
lurrin,lurrina
lurrindari,lurrindaria
lurrindu,lurrindu
lurrindu,lurrindua
lurrintegi,lurrinteguia
lurrintzaile,lurrintzallea
lurrun,lurruna
lurruspe,lurruspea
lurruspetxo,lurruspechoa
lurtar,lurtarra
lustretsu,lustretsua
lusuil,lusuilla
lusuil,lusulla
lusuilatu,lusullatua
lutaldai,lutaldaya
lutarte,lutartea
lutesi,lutesia
luto,lutoa
lutormagile,lutormaguillea
lutziari,lutziaria
luzagarri,luzagarria
luzarro,luzarroa
luzatu,luzatu
luzatu,luzatua
luzatzaile,luzatzallea
luzatze,luzatzea
luzol,luzolac
luzoker,luzoquerrá
makaldu,macaldú
makaldu,macaldua
makar,macarra
makartsu,macartsua
makatz,macatza
matxin,machina
makur,macur
makurde,macurdea
makur,macurra
makur,macurrá
makurrera,macurrera
makurtu,macurtu
makurtu,macurtú
makurtu,macurtua
makurtze,macurtzea
madari,madaria
madarikazio,madaricacioa
madarikatu,madaricatu
madarikatu,madaricatua
madaritxo,madarichoa
mafrundi,mafrundia
magal,magalac
magaldatze,magaldatzea
magaleko,magalecoa
magorri,magorria
magorritu,magorritua
magintxet,maguinchetac
magurio,magurioa
mahaitar,mahaitara
mailkai,mailcaya
mailar,maillarrac
maileurtezgarri,mailleurtezgarria
maileurtze,mailleurtzea
mailezpe,maillezpea
maina,maina
mainadako,mainadacoa
mainatu,maiñatua
maintxo,mainchoa
maintxo,mainchoá
maindire,maindirea
maingutu,maingutu
maisu,maisua
maitagarri,maitagarria
maitagile,maitaguillea
maitapen,maitapena
maitati,maitatia
maitatu,maitatu
maitatu,maitatú
maitatu,maitatua
maitatzaile,maitatzallea
maite izan,maite izan
maite,maitea
maititz,maititza
maiz,maiza
maizter,maizterrá
maiztu,maiztu
maiztu,maiztua
malardatz,malardatza
malastasun,malastasuna
malko,malcoa
malkor,malcorra
maleta,maleta
maleta,maletá
malgu,malgua
malgutasun,malgutasuna
maliatu,maliatua
mailatu,mallatu
mailatu,mallatua
mailatzaile,mallatzallea
maileurkizun,malleurquizuna
maileurtu,malleurtua
mailu,mallua
mailukada,mallucada
mailukari,mallucaria
mailukatu,mallucatu
mailuki,malluquia
mailutu,mallutua
malo,maloa
maltso,malsoa
maltso,maltsoa
maltzur,maltzurra
malba,malva
mamari,mamaria
mameluko,mamelucoac
mami,mamia
mami,mamiá
mamitsu,mamitsua
mamu,mamua
manadun,mañaduna
manadun,mañaduña
manaiatu,manaiatu
manari,mañaria
manatsu,mañatsua
manatu,manatu
manaukagile,manaucaguillea
manaiu,manayua
mantxa,mancha
mantxagarri,manchagarria
mantxatu,manchatua
mandako,mandacoa
mandakodi,mandacodia
mandamentu,mandamentua
mandar,mandar
mandatari,mandataria
mandatu,mandatua
mandatugile,mandatuguillea
mandazain,mandazaina
mandikade,mandicadea
mando,mandoa
manduler,mandulerá
mane,manea
maneakunde,maneacundea
maneagarri,maneagarria
maneagun,maneaguna
manealdi,manealdia
maneakizun,maneaquizuna
maneatu,maneatu
maneatu,maneatú
maneatu,maneatua
maneatzaile,maneatzallea
maneatzaile,maneatzalleá
maneatze,maneatzea
manera,manera
manerako,maneracoa
maneratu,maneratuá
maneurlatu,maneurlatua
maneurle,maneurlea
mango,mango
mangito,manguitoa
mantsoi,mansoya
mantal,mantala
mantar,mantarrá
mantarratu,mantarratua
manteodun,manteoduna
manu,manua
manuko,manucoa
manupe,manupea
manupetu,manupetua
manurgandi,manurgandia
manurgari,manurgaria
manurgaritxar,manurgaricharra
manurgategi,manurgateguia
maki,maquia
makila,maquila
makila,maquilla
makilada,maquillada
makiladi,maquilladia
makilari,maquillaria
makilatu,maquillatu
makilatu,maquillatua
maratila,maratilla
marboil,marboilla
marka,marca
mark,marcac
markatu,marcatu
markatu,marcatua
markatzaile,marcatzallea
markatze,marcatzea
mardo,mardoa
mareante,mareantea
mareatzaile,mareatzallea
margarri,margarria
margo,margo
margo,margoa
margo,margoá
margoko,margocoa
margode,margodea
margotu,margotu
margotze,margotzea
margindu,marguindua
marinel,mariñela
marineldi,mariñeldia
marinelen,mariñelena
mariskal,mariscala
marmol,marmola
marmolezko,marmolezcoa
marnasi,marnasia
marra,marrá
marr,marrac
marrako,marracoa
marrajo,marrajoa
marrangatu,marrangatua
marranta,marrantá
marrantatu,marrantatu
marrarte,marrartea
marrarteko,marrartecoa
marratu,marratu
marratu,marratú
marratu,marratua
marratze,marratzea
marrega,marrega
marrerdi,marrerdia
marrerdiko,marrerdicoa
marriategi,marriateguia
marro,marroa
marroste,marrostea
marrubi,marrubia
marruma,marruma
marrumari,marrumaria
marruskatu,marruscatu
marrusko,marruscoa
mart,martac
marte,martea
martitzen,martitzena
maskal,mascala
maskar,mascarra
maskatu,mascatua
maskortxo,mascorchoa
maskor,mascorra
maskortsu,mascortsua
maskuri,mascuria
maskel,masquela
maskelu,masquelua
mast,mastac
mastelari,mastelariac
masti,mastia
mastrikatu,mastricatu
mastrikatu,mastricatua
masusta,masusta
mataza,mataza
matazatxo,matazachoa
matazatu,matazatua
matela,matela
materia,materia
matrailezur,matraillezurra
matrailezur,matrallezurra
matutia,matutia
mau,mau
mau,mauac
maubari,maubaria
maulagile,maulaguillea
maulari,maularia
maulategi,maulateguia
maukerati,mauqueratia
maia,maya
mea,mea
mea,meá
meaile,meallea
mearri,mearria
meatzari,meatzaria
meatze,meatzea
meaztu,meaztua
mebarnatsu,mebarnatsua
metxa,mecha
metxatzar,mechatzarrá
metxeuski,mecheusquia
metxorratz,mechorratza
medaila,medalla
medratu,medratua
mee,meea
megope,megopea
megin,meguina
megin,meguiná
meizetakin,meicetaquiña
meizetakinde,meicetaquindea
melerki,melerquia
melindre,melindrea
meloitxo,meloichoa
memnotar,memnotarrac
memoria,memoria
menpe,mempea
menpede,mempedea
menpedun,mempeduna
menperatari,memperataria
menperatu,memperatu
menpetari,mempetaria
menpeti,mempetia
menpetsu,mempetsua
menpetu,mempetu
menpetzaile,mempetzallea
menpetze,mempetzea
men,mena
menaldeti,menaldetia
menaldetu,menaldetua
menaldi,menaldiá
menande,menandea
menandeko,menandecoa
menandetu,menandetua
menapertu,menapertua
menarru,menarrua
menaskin,menasquiña
menastarri,menastarria
menasteko,menastecoa
menastori,menastoria
menastorikin,menastoriquiña
menastorrikin,menastorriquiña
menausle,menauslea
menauste,menaustea
mendainari,mendainaria
mendaindu,mendaindua
mendaro,mendaroa
mendarotar,mendarotarra
mendarotu,mendarotua
mendarte,mendartea
mendazpi,mendazpia
mendazpiko,mendazpicoa
mende,mendea
mendekari,mendecaria
mendekati,mendecatia
mendekatzaile,mendecatzallea
mendeko,mendecoa
mendeku,mendecua
mendekio,mendequioa
menderatu,menderatu
mendesle,mendeslea
mendestari,mendestaria
mendestu,mendestua
mendi,mendia
menditxo,mendichoa
mendiratu,mendiratú
mendiratu,mendiratua
menditar,menditarra
menditsu,menditsua
mendratu,mendratu
mendre,mendrea
mene,menea
meneko,menecoa
menegile,meneguillea
menelauki,menelauquia
meneno,menenoa
menekiatu,menequiatua
menekio,menequioa
menekiogile,menequioguillea
menekioti,menequiotia
meneratu,meneratu
meneratu,meneratua
mengo,mengoa
mengoatu,mengoatua
menguadu,menguaduac
menoskabari,menoscabaria
mentu,mentuá
mentura,mentura
menturako,menturacoa
menturari,menturaria
menturatu,menturatu
menturatu,menturatua
meoskari,meoscaria
merkaduri,mercaduriac
merkakindar,mercaquindarra
merkarigo,mercarigoa
merkatari,mercataria
mertxede,merchedea
merezi,mereci
merezi,merecia
merezile,merecilea
merezimendu,merecimendua
merezitzaile,merecitzallea
merio,merioa
merketxo,merquechoa
merketu,merquetú
mesanagain,mesanagaiña
mesnadari,mesnadaria
metatxo,metachoa
metailuko,metaillucoa
metailkin,metailquiña
metape,metapea
metarri,metarria
metarte,metartea
metatu,metatua
metatzaile,metatzallea
metol,metola
metoladi,metoladia
meza,mezá
meza esale,meza esalea
meza laguntzaile,meza laguntzallea
mezgutxitu,mezguchitua
mezprezatu,mezprezatu
meztitu,meztituá
meztitzaile,meztitzallea
mezu,mezuá
mezulari,mezularia
mezutu,mezutua
mezutu,mezutuá
mezutzaile,mezutzallea
mi,mi
mi,mia
miaukots,miaucotsa
mihi,mihia
mihistxo,mihischoa
milagro,milagroa
milagrogile,milagroguillea
milagroso,milagrosoa
milakadi,millacadia
milagarren,millagarrena
miliskatu,milliscatua
mina,mina
mina,miña
mina,miñá
minaldi,miñaldia
minaritu,miñaritua
minkaitz,mincaitza
mintxo,minchoa
mindu,mindu
mindu,mindú
mindu,mindua
mindu,minduá
mindun,minduna
mineral,mineral
minez,miñeza
minezgarri,minezgarria
mingaintxo,mingainchoa
mingaingabe,mingaingabea
mingarri,mingarria
mingogor,mingogorra
mingortu,mingortua
mingrana,mingrana
ministerio,ministerio
ministro,ministroa
miniztagarri,miniztagarria
miniztari,miniztaria
miniztezgarri,miniztezgarria
minorrade,miñorradea
mintasun,mintasuna
mintz,mintza
mintzatu,mintzatu
mintzo,mintzo
mintzo,mintzó
mintzo,mintzoa
mintzoki,minzoquia
mintzokilari,minzoquilaria
mira,mirá
mirabe,mirabea
mirabolano,mirabolanoac
miragarri,miragarria
miragile,miraguillea
miraldi,miraldia
mirail,mirallá
mirakin,miraquiña
mirari,miraria
mirarigile,mirariguillea
miraritsu,miraritsua
mirariztu,mirariztua
mireskun,mirescuna
miresgarri,miresgarria
miresle,mireslea
mireste,mirestea
miretsi,miretsi
miretsi,miretsia
mirizti,miriztia
mirotz,mirotza
mirotzain,mirotzaina
miroztegi,mirozteguia
mirra,mirra
miru,miruá
miserable,miserable
miser,miserac
miseria,miseria
misio,missioa
misto,mistoa
mitaitzin,mitaitzina
miuki,miuquia
miukitsu,miuquitsua
miukitzaile,miuquitzallea
miukizgarri,miuquizgarria
mizke,mizquea
mizkede,mizquedea
mokader,mocadera
mokader,mocaderá
motx,mocha
motxaile,mochallea
motxila,mochilla
mokokada,mococada
mokotxo,mocochoa
mokodun,mocoduna
mokordo,mocordoa
mokor,mocorra
mokoti,mocotia
mokotu,mocotua
modari,modaria
moderagarri,moderagarria
moderari,moderaria
moderatu,moderatu
moderatu,moderatua
moderatzaile,moderatzallea
moderez,modereza
moderno,modernoa
modorti,modortia
modutxo,moduchoa
mol,molá
moldakaitz,moldacaitza
moldakaizgo,moldacaizgoa
moldakaizte,moldacaiztea
moldaera,moldaera
moldage,moldaguea
moldatu,moldatu
moldatu,moldatua
moldatzaile,moldatzallea
moldatze,moldatzea
molde,moldea
moldeatu,moldeatu
moldegabe,moldegabea
moldertsitu,moldersitua
moldesge,moldesguea
moldesi,moldesia
moldesi,moldesiá
moldesiez,moldesieza
moldesitsu,moldesitsua
moldizkiratu,moldizquiratua
moldiztegi,moldizteguia
moldodi,moldodia
moldura,moldura
moldurri,moldurria
moldurritu,moldurritua
moltso,molsoa
moltso,molsoá
moltso,moltsoa
moni,monia
montera,montera
monto,montoa
montoikatu,montoicatua
montoikatzaile,montoicatzallea
montoitu,montoitua
montoitzaile,montoitzallea
montoi,montoya
montoi,montoyá
mokitai,moquitaya
moragari,moragaria
mordo,mordoa
mordotu,mordotua
more,morea
moretxo,morechoa
moredin,morediná
moretu,moretua
moreztatu,moreztatua
morrontza,morrontza
morroi,morroya
mortu,mortuá
mortuar,mortuarra
mortuar,mortuarrá
morutu,morutua
moskete,mosquetea
mota,motá
motabilde,motabildea
motalai,motalaya
motanasi,motanasia
mote,motea
motel,motel
motel,motela
motibo,motivo
motodun,motoduna
motrailu,motraillua
motz,motza
motzitu,motzitua
mozkor,mozcorra
mozoilo,mozolloa
mozorka,mozorca
mozorrotu,mozorrotua
moztari,moztaria
mozte,moztea
moztu,moztu
mukaitsu,mucaitsua
mukai,mucaya
mutxinar,muchinarra
muzindu,mucindu
muzindu,mucindua
mukuru,mucuru
mukuru,mucurua
mukurutu,mucurutu
muga,muga
muga,mugá
mug,mugac
mugako,mugacoa
mugaisi,mugaisia
mugaitz,mugaitza
mugaiztar,mugaiztarra
mugaizti,mugaiztia
mugaldi,mugaldia
mugaldiko,mugaldicoa
mugape,mugapea
mugakide,mugaquidea
mugarri,mugarria
mugarri,mugarriac
mugarritu,mugarritu
mugarritzaile,mugarritzallea
mugartze,mugartzea
mugatar,mugatarra
mugatitu,mugatitua
mugatitzaile,mugatitzallea
mugatu,mugatu
mugatu,mugatua
mugaurke,mugaurquea
mugaurkeko,mugaurquecoa
mugon,mugoná
mugonti,mugontia
mugu,mugua
mugida,muguida
mugidaldatu,muguidaldatua
mugigudakor,muguigudacorra
mugigudari,muguigudaria
mugikidatu,muguiquidatua
mugitu,muguitu
muinoze,muiñocea
muintegi,muinteguia
mulatxapen,mulachapena
muileun,mulleuna
muilo,mulloa
muilozko,mullozcoa
mulo,muloa
mundu,mundua
mundutiar,mundutiarra
munitu,munitua
muno,munoa
munto,muntoa
muker,muquer
muker,muquerra
mukidun,muquiduna
mukitsu,muquitsua
murgil,murguil
murgildu,murguildu
murgildu,murguildua
murgil,murguilla
murmuratzaile,murmuratzallea
murmuratze,murmuratzea
murmur,murmurra
murritu,murritu
murritu,murritua
murritzaile,murritzallea
murrizki,murrizquia
murriztu,murriztu
murriztu,murriztú
murru,murrua
murru,múrruac
murrungari,murrungaria
murrungati,murrungatia
murrungatu,murrungatua
murrutu,murrutu
murrutu,murrutua
muru,murua
muskatu,muscatua
musika,musica
musikatu,musicatu
musiko,musicoa
musker,musquerra
muskildu,musquildu
muskildu,musquildua
muskil,musquilla
muskiltsu,musquilsua
mustali,mustalia
mustardatu,mustardatua
mustupil,mustupilla
musturi,musturia
musturitu,musturitua
mustur,musturra
musu estalki,musu estalquia
musukatu,musucatu
mutadi,mutadia
mutiltxo,mutilchoa
mutildi,mutildia
mutildu,mutildu
mutildu,mutildua
mutil,mutilla
mutiritasun,mutiritasuna
muturkatu,muturcatua
muturkatze,muturcatzea
muturdun,muturduna
mutur,muturra
muturreko,muturrecoa
mututu,mututu
muttur,mutyura
muxika,muxica
naborri,naborria
nakaitz,nacaitza
nakaiztari,nacaiztaria
nakaiztu,nacaiztua
nakandun,nacanduna
nakanti,nacantia
nakaratu,nacaratua
nagagarri,nagagarria
nagatu,nagatua
nagi,nagui
nagi,naguí
nagi,naguia
nagikeria,naguiqueria
nagitasun,naguitasuna
nagitsu,naguitsua
nagitu,naguitu
nagitu,naguitua
nagitzar,naguitzarra
nagusi,nagusia
nagusialdi,nagusialdia
nagusite,nagusitea
nagusitu,nagusitu
nahasi,nahasi
nahasi,nahassi
naidarko,naidarcoa
naidar,naidarra
naidar,naidarrá
naidartu,naidartua
nano,nanoa
nardagarri,nardagarria
nardatu,nardatú
naro,naroa
naro,naroá
narotasun,narotasuna
narrarteko,narrartecoa
narriatu,narriatu
narriatu,narriatua
narrikatu,narricatua
narrio,narrioac
narriruntzi,narriruncia
narritzarri,narritzarria
narru,narrua
nartuki,nartuquia
nartukitu,nartuquitua
nartzar,nartzarra
nasagai,nasagaya
nasai,nasai
nasai egin,nasai eguina
nasaide,nasaidea
nasaigarri,nasaigarria
nasaitasun,nasaitasuna
nasaitu,nasaitua
nasaro,nasaroa
nasarki,nasarquia
nasarkiti,nasarquitia
nasarre,nasarrea
nasartetu,nasartetua
naskari,nascaria
nasdi,nasdia
nasedari,nasedaria
nasjaki,nasjaquia
nasjakitxo,nasjaquichoa
naslikatu,naslicatua
nasopai,nasopaya
nasope,nasopea
naspetxari,naspecharia
nastalari,nastalaria
nastale,nastaleac
natu,natua
natusu,natusua
nauder,nauderra
nausari,nausaria
nautasun,nautasuna
nauturre,nauturrea
nabarlu,navarlua
nabar,navarra
nabar,navarrá
nabarreri,navarreria
nabarri,navarria
nabarteo,navarteoa
nabartu,navartua
nabatasun,navatasuna
naio,nayoa
nazka,nazca
nazka,nazcá
nazkagarri,nazcagarria
nazkatu,nazcatu
nazkatu,nazcatú
nazkatu,nazcatua
nekagarri,necagarria
nekaldi,necaldia
nekatezgarri,necatezgarria
nekatu,necatu
nekatu,necatua
nekatzaile,necatzallea
nekazale,necazalea
nekazari,necazaria
nekosta,necostá
negardun,negarduna
negargarri,negargarria
negargile,negarguillea
negar,negarra
negarti,negartia
negartsu,negartsua
negartu,negartua
negu,negua
neguko,negucoa
negutar,negutarra
negute,negutea
negutu,negutu
neke,nequea
neke,nequeá
nekez,nequez
nekez,nequeza
nerabe,nerabea
nereganatu,nereganatu
neska,nescá
neskatxa,nescachá
neskame,nescamea
neskatila,nescatilla
neskato,nescatoa
neskatzar,nescatzarra
neurkaizde,neurcaizdea
neureganatu,neureganatu
neurgoite,neurgoitea
neurkidagarri,neurquidagarria
neurkidari,neurquidaria
neurkidatu,neurquidatua
neurkide,neurquidea
neurragai,neurragaya
neurri,neurria
neurtakindako,neurtaquindacoa
neurtakindar,neurtaquindarra
neurtakinde,neurtaquindea
neurtarte,neurtartea
neurtez,neurteza
neurtezde,neurtezdea
neurtezgarri,neurtezgarria
neurtoskari,neurtoscaria
neurtosgile,neurtosguillea
neurtoskin,neurtosquiña
neurtu,neurtu
neurtu,neurtua
neurtzaile,neurtzallea
neurtze,neurtzea
nitxi,nichia
nitxigarri,nichigarria
niganatu,niganatu
niganatu,niganatua
ninitxo,ninichoa
niste,nistea
no,no
noble,noble
noble,noblea
noblezia,noblecia
nontegi,nonteguia
nontu,nontua
nor,norá
noralde,noraldea
noria,noria
notario,notarioa
nozge,nozguea
oarkarri,oarcarria
oartun,oartuna
obatu,obatu
obatu,obatua
obedientzia,obediencia
obediez,obedieza
obedile,obedilea
obeditu,obeditu
obeditu,obeditua
oberari,oberaria
obizde,obizdea
obligagarri,obligagarria
obligatu,obligatu
obore,oborea
obr,obrac
obratxo,obrachoa
obrari,obraria
obratu,obratu
obratzaile,obratzallea
oka,ocá
okai txuri,ocai churia
okaldako,ocaldacoa
okaran,ocarana
okarteztu,ocarteztua
okasi,ocasiá
ozen,ocená
ozendu,ocendu
ozentari,ocentaria
otx,ocha
otxandi,ochandia
